gender,age,bmi,activity_level,avg_sleep_hours,avg_water_intake_liters,height_cm,weight_kg,recommended_exercise
male,31,24.52,active,8.7,4.0,164.8,66.6,HIIT / High Intensity
male,33,20.9,active,8.2,3.9,164.0,56.2,HIIT / High Intensity
male,33,23.23,active,7.8,4.3,168.8,66.2,HIIT / High Intensity
female,18,21.43,active,8.6,3.3,160.5,55.2,HIIT / High Intensity
male,38,18.99,active,9.2,4.5,183.6,64.0,HIIT / High Intensity
female,37,22.45,active,9.2,3.1,151.6,51.6,HIIT / High Intensity
female,25,21.13,active,8.1,4.0,168.8,60.2,HIIT / High Intensity
female,39,21.98,active,7.7,2.9,154.7,52.6,HIIT / High Intensity
male,38,18.99,active,9.2,4.5,183.6,64.0,HIIT / High Intensity
male,24,22.26,active,8.0,4.6,170.5,64.7,HIIT / High Intensity
female,42,21.18,active,7.7,4.2,170.4,61.5,HIIT / High Intensity
female,29,21.39,active,8.6,3.1,166.5,59.3,HIIT / High Intensity
female,26,20.0,active,7.4,1.8,157.8,49.8,HIIT / High Intensity
male,24,23.54,active,8.0,3.5,175.6,72.6,HIIT / High Intensity
female,22,18.69,active,7.5,3.6,160.6,48.2,HIIT / High Intensity
male,33,23.23,active,7.8,4.3,168.8,66.2,HIIT / High Intensity
male,34,22.29,active,10.0,4.2,176.2,69.2,HIIT / High Intensity
male,40,20.1,active,7.8,3.7,172.5,59.8,HIIT / High Intensity
male,26,24.25,active,7.8,4.3,189.5,87.1,HIIT / High Intensity
male,25,24.73,active,9.3,4.1,183.2,83.0,HIIT / High Intensity
female,24,23.05,active,8.0,2.6,166.9,64.2,HIIT / High Intensity
female,34,20.72,active,8.4,3.6,155.5,50.1,HIIT / High Intensity
female,42,21.18,active,7.7,4.2,170.4,61.5,HIIT / High Intensity
female,44,18.8,active,8.4,3.9,181.0,61.6,HIIT / High Intensity
female,18,22.46,active,7.8,3.4,153.6,53.0,HIIT / High Intensity
female,18,21.17,active,7.6,2.8,165.1,57.7,HIIT / High Intensity
female,18,21.17,active,7.6,2.8,165.1,57.7,HIIT / High Intensity
male,39,21.08,active,8.1,4.5,182.5,70.2,HIIT / High Intensity
female,18,21.17,active,7.6,2.8,165.1,57.7,HIIT / High Intensity
male,29,21.05,active,7.5,4.0,176.0,65.2,HIIT / High Intensity
male,18,23.03,active,7.1,3.4,177.9,72.9,HIIT / High Intensity
male,24,22.26,active,8.0,4.6,170.5,64.7,HIIT / High Intensity
male,33,20.9,active,8.2,3.9,164.0,56.2,HIIT / High Intensity
male,18,24.0,active,8.2,4.1,184.5,81.7,HIIT / High Intensity
male,29,21.05,active,7.5,4.0,176.0,65.2,HIIT / High Intensity
female,30,20.21,active,9.0,2.0,166.0,55.7,HIIT / High Intensity
female,29,21.39,active,8.6,3.1,166.5,59.3,HIIT / High Intensity
male,20,23.24,active,7.5,4.1,177.6,73.3,HIIT / High Intensity
female,44,21.89,active,7.8,3.1,164.6,59.3,HIIT / High Intensity
male,18,19.32,active,8.5,3.6,176.1,59.9,HIIT / High Intensity
female,35,23.46,active,9.7,2.9,153.1,55.0,HIIT / High Intensity
male,34,22.29,active,10.0,4.2,176.2,69.2,HIIT / High Intensity
female,42,21.18,active,7.7,4.2,170.4,61.5,HIIT / High Intensity
female,29,22.86,active,7.9,3.8,157.9,57.0,HIIT / High Intensity
female,34,24.84,active,8.3,3.1,160.0,63.6,HIIT / High Intensity
male,47,23.24,active,7.0,3.9,181.2,76.3,HIIT / High Intensity
female,18,21.43,active,8.6,3.3,160.5,55.2,HIIT / High Intensity
male,38,18.99,active,9.2,4.5,183.6,64.0,HIIT / High Intensity
male,19,23.17,active,10.0,4.2,168.0,65.4,HIIT / High Intensity
female,34,20.72,active,8.4,3.6,155.5,50.1,HIIT / High Intensity
female,42,21.18,active,7.7,4.2,170.4,61.5,HIIT / High Intensity
male,27,23.82,active,7.0,3.8,163.8,63.9,HIIT / High Intensity
male,46,20.72,active,7.2,3.9,177.1,65.0,HIIT / High Intensity
female,47,18.67,active,7.6,3.5,168.0,52.7,HIIT / High Intensity
male,39,21.08,active,8.1,4.5,182.5,70.2,HIIT / High Intensity
female,18,23.79,active,8.5,3.7,158.4,59.7,HIIT / High Intensity
male,34,23.98,active,8.9,3.8,175.2,73.6,HIIT / High Intensity
female,39,18.95,active,7.1,2.9,161.6,49.5,HIIT / High Intensity
male,40,24.77,active,8.0,4.3,188.6,88.1,HIIT / High Intensity
female,37,23.19,active,7.8,3.5,165.2,63.3,HIIT / High Intensity
female,38,20.33,active,8.6,1.9,154.6,48.6,HIIT / High Intensity
female,35,23.46,active,9.7,2.9,153.1,55.0,HIIT / High Intensity
male,38,18.99,active,9.2,4.5,183.6,64.0,HIIT / High Intensity
male,31,22.69,active,8.0,4.1,158.9,57.3,HIIT / High Intensity
male,30,23.95,active,8.2,2.6,179.2,76.9,HIIT / High Intensity
female,18,20.82,active,7.8,2.9,156.5,51.0,HIIT / High Intensity
female,35,23.46,active,9.7,2.9,153.1,55.0,HIIT / High Intensity
male,30,23.95,active,8.2,2.6,179.2,76.9,HIIT / High Intensity
female,39,20.87,active,7.5,4.0,164.4,56.4,HIIT / High Intensity
female,24,22.96,active,7.9,3.0,162.6,60.7,HIIT / High Intensity
male,18,19.32,active,8.5,3.6,176.1,59.9,HIIT / High Intensity
male,47,23.24,active,7.0,3.9,181.2,76.3,HIIT / High Intensity
male,46,20.72,active,7.2,3.9,177.1,65.0,HIIT / High Intensity
male,27,21.25,active,7.2,4.1,167.2,59.4,HIIT / High Intensity
female,35,23.13,active,7.7,3.3,152.8,54.0,HIIT / High Intensity
female,18,21.17,active,7.6,2.8,165.1,57.7,HIIT / High Intensity
female,30,21.63,active,8.7,2.5,155.5,52.3,HIIT / High Intensity
female,29,22.86,active,7.9,3.8,157.9,57.0,HIIT / High Intensity
male,21,22.66,active,10.0,3.7,165.4,62.0,HIIT / High Intensity
female,31,23.74,active,8.3,3.0,177.4,74.7,HIIT / High Intensity
female,18,22.46,active,7.8,3.4,153.6,53.0,HIIT / High Intensity
female,18,23.85,active,8.2,2.6,169.6,68.6,HIIT / High Intensity
male,34,23.98,active,8.9,3.8,175.2,73.6,HIIT / High Intensity
female,33,20.01,active,7.1,3.3,161.2,52.0,HIIT / High Intensity
female,18,21.17,active,7.6,2.8,165.1,57.7,HIIT / High Intensity
male,38,21.04,active,7.9,3.3,160.8,54.4,HIIT / High Intensity
male,18,22.43,active,7.0,2.3,174.9,68.6,HIIT / High Intensity
female,44,18.8,active,8.4,3.9,181.0,61.6,HIIT / High Intensity
female,36,22.97,active,7.2,2.7,159.3,58.3,HIIT / High Intensity
female,18,21.43,active,8.6,3.3,160.5,55.2,HIIT / High Intensity
male,31,24.52,active,8.7,4.0,164.8,66.6,HIIT / High Intensity
male,33,24.87,active,7.4,3.6,178.1,78.9,HIIT / High Intensity
male,34,22.29,active,10.0,4.2,176.2,69.2,HIIT / High Intensity
female,42,21.18,active,7.7,4.2,170.4,61.5,HIIT / High Intensity
female,18,23.45,active,9.3,2.9,152.3,54.4,HIIT / High Intensity
male,19,18.79,active,8.7,4.5,162.8,49.8,HIIT / High Intensity
female,18,22.46,active,7.8,3.4,153.6,53.0,HIIT / High Intensity
female,36,22.28,active,7.0,1.7,159.4,56.6,HIIT / High Intensity
male,24,23.14,active,7.4,3.2,176.9,72.4,HIIT / High Intensity
male,34,22.29,active,10.0,4.2,176.2,69.2,HIIT / High Intensity
male,27,23.82,active,7.0,3.8,163.8,63.9,HIIT / High Intensity
female,34,24.84,active,8.3,3.1,160.0,63.6,HIIT / High Intensity
female,37,22.45,active,9.2,3.1,151.6,51.6,HIIT / High Intensity
female,22,19.3,active,8.7,3.5,166.5,53.5,HIIT / High Intensity
female,47,18.67,active,7.6,3.5,168.0,52.7,HIIT / High Intensity
female,37,22.45,active,9.2,3.1,151.6,51.6,HIIT / High Intensity
female,24,22.96,active,7.9,3.0,162.6,60.7,HIIT / High Intensity
female,18,21.9,active,7.5,4.4,156.3,53.5,HIIT / High Intensity
female,39,18.95,active,7.1,2.9,161.6,49.5,HIIT / High Intensity
female,47,18.67,active,7.6,3.5,168.0,52.7,HIIT / High Intensity
female,18,23.79,active,8.5,3.7,158.4,59.7,HIIT / High Intensity
female,18,23.79,active,8.5,3.7,158.4,59.7,HIIT / High Intensity
female,26,20.0,active,7.4,1.8,157.8,49.8,HIIT / High Intensity
female,20,20.57,active,7.8,3.2,175.3,63.2,HIIT / High Intensity
female,18,20.82,active,7.8,2.9,156.5,51.0,HIIT / High Intensity
male,18,23.58,active,9.6,4.4,173.4,70.9,HIIT / High Intensity
female,18,23.45,active,9.3,2.9,152.3,54.4,HIIT / High Intensity
female,25,24.89,active,8.9,3.9,160.1,63.8,HIIT / High Intensity
female,30,20.21,active,9.0,2.0,166.0,55.7,HIIT / High Intensity
male,20,23.24,active,7.5,4.1,177.6,73.3,HIIT / High Intensity
female,18,23.85,active,8.2,2.6,169.6,68.6,HIIT / High Intensity
female,29,22.29,active,7.6,3.1,154.2,53.0,HIIT / High Intensity
male,27,21.25,active,7.2,4.1,167.2,59.4,HIIT / High Intensity
female,26,20.0,active,7.4,1.8,157.8,49.8,HIIT / High Intensity
female,31,23.74,active,8.3,3.0,177.4,74.7,HIIT / High Intensity
female,27,20.28,active,7.8,3.7,167.8,57.1,HIIT / High Intensity
female,18,21.17,active,7.6,2.8,165.1,57.7,HIIT / High Intensity
female,37,22.45,active,9.2,3.1,151.6,51.6,HIIT / High Intensity
male,24,23.73,active,10.0,2.7,172.5,70.6,HIIT / High Intensity
female,34,18.84,active,8.6,3.8,159.8,48.1,HIIT / High Intensity
male,46,20.72,active,7.2,3.9,177.1,65.0,HIIT / High Intensity
female,38,20.33,active,8.6,1.9,154.6,48.6,HIIT / High Intensity
male,18,24.21,active,7.0,3.3,182.8,80.9,HIIT / High Intensity
male,26,24.25,active,7.8,4.3,189.5,87.1,HIIT / High Intensity
female,18,23.79,active,8.5,3.7,158.4,59.7,HIIT / High Intensity
male,24,23.14,active,7.4,3.2,176.9,72.4,HIIT / High Intensity
female,34,18.84,active,8.6,3.8,159.8,48.1,HIIT / High Intensity
male,18,24.0,active,8.2,4.1,184.5,81.7,HIIT / High Intensity
male,39,21.08,active,8.1,4.5,182.5,70.2,HIIT / High Intensity
male,34,23.98,active,8.9,3.8,175.2,73.6,HIIT / High Intensity
male,33,20.9,active,8.2,3.9,164.0,56.2,HIIT / High Intensity
female,22,19.3,active,8.7,3.5,166.5,53.5,HIIT / High Intensity
female,20,20.57,active,7.8,3.2,175.3,63.2,HIIT / High Intensity
male,47,23.24,active,7.0,3.9,181.2,76.3,HIIT / High Intensity
female,29,22.86,active,7.9,3.8,157.9,57.0,HIIT / High Intensity
male,18,23.58,active,9.6,4.4,173.4,70.9,HIIT / High Intensity
female,41,19.63,active,8.8,2.3,171.6,57.8,HIIT / High Intensity
female,34,24.84,active,8.3,3.1,160.0,63.6,HIIT / High Intensity
female,25,20.94,active,9.4,4.5,162.8,55.5,HIIT / High Intensity
female,18,22.46,active,7.8,3.4,153.6,53.0,HIIT / High Intensity
male,47,23.24,active,7.0,3.9,181.2,76.3,HIIT / High Intensity
female,24,23.05,active,8.0,2.6,166.9,64.2,HIIT / High Intensity
female,29,24.46,active,7.4,2.5,156.5,59.9,HIIT / High Intensity
male,29,21.05,active,7.5,4.0,176.0,65.2,HIIT / High Intensity
female,24,22.96,active,7.9,3.0,162.6,60.7,HIIT / High Intensity
female,29,24.86,active,7.5,4.4,164.9,67.6,HIIT / High Intensity
male,18,23.58,active,9.6,4.4,173.4,70.9,HIIT / High Intensity
male,42,19.43,active,7.3,3.7,173.2,58.3,HIIT / High Intensity
female,29,24.86,active,7.5,4.4,164.9,67.6,HIIT / High Intensity
female,35,23.46,active,9.7,2.9,153.1,55.0,HIIT / High Intensity
female,39,20.29,active,8.0,3.1,161.0,52.6,HIIT / High Intensity
male,18,24.0,active,8.2,4.1,184.5,81.7,HIIT / High Intensity
female,27,20.28,active,7.8,3.7,167.8,57.1,HIIT / High Intensity
male,18,23.58,active,9.6,4.4,173.4,70.9,HIIT / High Intensity
female,18,22.46,active,7.8,3.4,153.6,53.0,HIIT / High Intensity
female,23,20.13,active,7.6,2.8,155.7,48.8,HIIT / High Intensity
male,19,18.79,active,8.7,4.5,162.8,49.8,HIIT / High Intensity
male,40,24.77,active,8.0,4.3,188.6,88.1,HIIT / High Intensity
male,33,24.14,active,8.0,3.8,178.0,76.5,HIIT / High Intensity
male,18,23.08,active,8.3,4.7,191.7,84.8,HIIT / High Intensity
male,27,23.82,active,7.0,3.8,163.8,63.9,HIIT / High Intensity
male,25,24.73,active,9.3,4.1,183.2,83.0,HIIT / High Intensity
male,18,24.21,active,7.0,3.3,182.8,80.9,HIIT / High Intensity
female,25,24.89,active,8.9,3.9,160.1,63.8,HIIT / High Intensity
female,20,23.25,active,9.5,2.1,165.9,64.0,HIIT / High Intensity
female,24,23.05,active,8.0,2.6,166.9,64.2,HIIT / High Intensity
female,36,22.28,active,7.0,1.7,159.4,56.6,HIIT / High Intensity
female,18,21.17,active,7.6,2.8,165.1,57.7,HIIT / High Intensity
male,34,24.06,active,7.9,3.2,176.1,74.6,HIIT / High Intensity
male,31,22.69,active,8.0,4.1,158.9,57.3,HIIT / High Intensity
female,25,24.89,active,8.9,3.9,160.1,63.8,HIIT / High Intensity
female,25,24.89,active,8.9,3.9,160.1,63.8,HIIT / High Intensity
male,46,20.72,active,7.2,3.9,177.1,65.0,HIIT / High Intensity
male,19,23.17,active,10.0,4.2,168.0,65.4,HIIT / High Intensity
female,25,21.13,active,8.1,4.0,168.8,60.2,HIIT / High Intensity
female,18,21.17,active,7.6,2.8,165.1,57.7,HIIT / High Intensity
male,37,23.58,active,8.2,2.8,183.4,79.3,HIIT / High Intensity
female,34,20.72,active,8.4,3.6,155.5,50.1,HIIT / High Intensity
male,34,22.29,active,10.0,4.2,176.2,69.2,HIIT / High Intensity
male,18,23.58,active,9.6,4.4,173.4,70.9,HIIT / High Intensity
female,18,21.17,active,7.6,2.8,165.1,57.7,HIIT / High Intensity
female,20,24.63,active,8.9,3.3,158.8,62.1,HIIT / High Intensity
female,22,19.3,active,8.7,3.5,166.5,53.5,HIIT / High Intensity
female,41,19.63,active,8.8,2.3,171.6,57.8,HIIT / High Intensity
female,18,21.17,active,7.6,2.8,165.1,57.7,HIIT / High Intensity
female,29,24.46,active,7.4,2.5,156.5,59.9,HIIT / High Intensity
male,47,23.59,active,8.4,4.9,165.1,64.3,HIIT / High Intensity
male,33,20.9,active,8.2,3.9,164.0,56.2,HIIT / High Intensity
male,18,23.58,active,9.6,4.4,173.4,70.9,HIIT / High Intensity
male,43,20.06,active,7.8,4.6,184.0,67.9,HIIT / High Intensity
female,18,23.85,active,8.2,2.6,169.6,68.6,HIIT / High Intensity
female,41,19.63,active,8.8,2.3,171.6,57.8,HIIT / High Intensity
female,34,24.84,active,8.3,3.1,160.0,63.6,HIIT / High Intensity
female,18,21.17,active,7.6,2.8,165.1,57.7,HIIT / High Intensity
male,24,23.73,active,10.0,2.7,172.5,70.6,HIIT / High Intensity
female,20,24.63,active,8.9,3.3,158.8,62.1,HIIT / High Intensity
male,29,21.05,active,7.5,4.0,176.0,65.2,HIIT / High Intensity
female,18,20.82,active,7.8,2.9,156.5,51.0,HIIT / High Intensity
male,46,20.72,active,7.2,3.9,177.1,65.0,HIIT / High Intensity
male,31,24.52,active,8.7,4.0,164.8,66.6,HIIT / High Intensity
female,25,20.94,active,9.4,4.5,162.8,55.5,HIIT / High Intensity
male,25,24.73,active,9.3,4.1,183.2,83.0,HIIT / High Intensity
male,18,23.08,active,8.3,4.7,191.7,84.8,HIIT / High Intensity
female,29,24.86,active,7.5,4.4,164.9,67.6,HIIT / High Intensity
female,37,22.45,active,9.2,3.1,151.6,51.6,HIIT / High Intensity
male,47,23.59,active,8.4,4.9,165.1,64.3,HIIT / High Intensity
male,42,19.43,active,7.3,3.7,173.2,58.3,HIIT / High Intensity
female,18,21.17,active,7.6,2.8,165.1,57.7,HIIT / High Intensity
female,22,18.69,active,7.5,3.6,160.6,48.2,HIIT / High Intensity
male,42,19.43,active,7.3,3.7,173.2,58.3,HIIT / High Intensity
female,29,22.29,active,7.6,3.1,154.2,53.0,HIIT / High Intensity
female,44,21.89,active,7.8,3.1,164.6,59.3,HIIT / High Intensity
male,38,18.99,active,9.2,4.5,183.6,64.0,HIIT / High Intensity
male,33,20.9,active,8.2,3.9,164.0,56.2,HIIT / High Intensity
male,18,24.0,active,8.2,4.1,184.5,81.7,HIIT / High Intensity
female,55,23.88,active,8.8,3.7,158.5,60.0,HIIT / High Intensity
female,39,18.95,active,7.1,2.9,161.6,49.5,HIIT / High Intensity
male,25,24.73,active,9.3,4.1,183.2,83.0,HIIT / High Intensity
male,38,18.99,active,9.2,4.5,183.6,64.0,HIIT / High Intensity
male,38,18.99,active,9.2,4.5,183.6,64.0,HIIT / High Intensity
female,34,20.72,active,8.4,3.6,155.5,50.1,HIIT / High Intensity
male,30,23.95,active,8.2,2.6,179.2,76.9,HIIT / High Intensity
female,33,20.01,active,7.1,3.3,161.2,52.0,HIIT / High Intensity
male,18,24.0,active,8.2,4.1,184.5,81.7,HIIT / High Intensity
female,29,24.86,active,7.5,4.4,164.9,67.6,HIIT / High Intensity
female,20,24.63,active,8.9,3.3,158.8,62.1,HIIT / High Intensity
female,22,19.3,active,8.7,3.5,166.5,53.5,HIIT / High Intensity
male,48,22.91,active,7.1,3.8,184.5,78.0,HIIT / High Intensity
male,38,18.99,active,9.2,4.5,183.6,64.0,HIIT / High Intensity
female,18,21.43,active,8.6,3.3,160.5,55.2,HIIT / High Intensity
male,46,20.72,active,7.2,3.9,177.1,65.0,HIIT / High Intensity
male,47,23.24,active,7.0,3.9,181.2,76.3,HIIT / High Intensity
male,18,23.08,active,8.3,4.7,191.7,84.8,HIIT / High Intensity
male,43,20.06,active,7.8,4.6,184.0,67.9,HIIT / High Intensity
male,18,23.08,active,8.3,4.7,191.7,84.8,HIIT / High Intensity
male,27,24.19,active,7.3,3.3,176.8,75.6,HIIT / High Intensity
male,18,23.03,active,7.1,3.4,177.9,72.9,HIIT / High Intensity
male,37,23.58,active,8.2,2.8,183.4,79.3,HIIT / High Intensity
female,55,23.88,active,8.8,3.7,158.5,60.0,HIIT / High Intensity
male,18,21.61,active,8.5,3.9,173.3,64.9,HIIT / High Intensity
female,39,21.98,active,7.7,2.9,154.7,52.6,HIIT / High Intensity
male,31,24.52,active,8.7,4.0,164.8,66.6,HIIT / High Intensity
female,33,19.46,active,7.9,3.8,147.8,42.5,HIIT / High Intensity
male,38,22.71,active,7.1,4.1,179.9,73.5,HIIT / High Intensity
male,43,20.06,active,7.8,4.6,184.0,67.9,HIIT / High Intensity
male,18,24.21,active,7.0,3.3,182.8,80.9,HIIT / High Intensity
female,18,21.9,active,7.5,4.4,156.3,53.5,HIIT / High Intensity
female,43,21.59,active,7.1,4.0,155.5,52.2,HIIT / High Intensity
female,20,24.63,active,8.9,3.3,158.8,62.1,HIIT / High Intensity
male,20,23.24,active,7.5,4.1,177.6,73.3,HIIT / High Intensity
male,25,24.73,active,9.3,4.1,183.2,83.0,HIIT / High Intensity
male,43,20.06,active,7.8,4.6,184.0,67.9,HIIT / High Intensity
female,44,18.8,active,8.4,3.9,181.0,61.6,HIIT / High Intensity
female,39,20.87,active,7.5,4.0,164.4,56.4,HIIT / High Intensity
male,33,20.9,active,8.2,3.9,164.0,56.2,HIIT / High Intensity
female,18,21.9,active,9.3,3.7,156.3,53.5,HIIT / High Intensity
male,25,24.73,active,9.3,4.1,183.2,83.0,HIIT / High Intensity
male,40,24.77,active,8.0,4.3,188.6,88.1,HIIT / High Intensity
male,48,22.91,active,7.1,3.8,184.5,78.0,HIIT / High Intensity
male,47,23.24,active,7.0,3.9,181.2,76.3,HIIT / High Intensity
female,37,22.77,active,8.8,3.5,160.7,58.8,HIIT / High Intensity
male,48,22.91,active,7.1,3.8,184.5,78.0,HIIT / High Intensity
female,18,21.9,active,9.3,3.7,156.3,53.5,HIIT / High Intensity
female,29,24.86,active,7.5,4.4,164.9,67.6,HIIT / High Intensity
male,27,23.82,active,7.0,3.8,163.8,63.9,HIIT / High Intensity
male,42,19.43,active,7.3,3.7,173.2,58.3,HIIT / High Intensity
male,47,23.59,active,8.4,4.9,165.1,64.3,HIIT / High Intensity
female,26,20.0,active,7.4,1.8,157.8,49.8,HIIT / High Intensity
male,38,21.04,active,7.9,3.3,160.8,54.4,HIIT / High Intensity
female,44,21.89,active,7.8,3.1,164.6,59.3,HIIT / High Intensity
female,36,22.97,active,7.2,2.7,159.3,58.3,HIIT / High Intensity
female,38,20.33,active,8.6,1.9,154.6,48.6,HIIT / High Intensity
female,22,19.3,active,8.7,3.5,166.5,53.5,HIIT / High Intensity
female,18,21.9,active,7.5,4.4,156.3,53.5,HIIT / High Intensity
female,34,20.72,active,8.4,3.6,155.5,50.1,HIIT / High Intensity
male,34,24.06,active,7.9,3.2,176.1,74.6,HIIT / High Intensity
male,34,22.29,active,10.0,4.2,176.2,69.2,HIIT / High Intensity
female,37,23.19,active,7.8,3.5,165.2,63.3,HIIT / High Intensity
female,27,20.28,active,7.8,3.7,167.8,57.1,HIIT / High Intensity
male,18,19.43,active,7.8,4.2,158.8,49.0,HIIT / High Intensity
female,39,20.29,active,8.0,3.1,161.0,52.6,HIIT / High Intensity
female,24,23.05,active,8.0,2.6,166.9,64.2,HIIT / High Intensity
female,34,18.84,active,8.6,3.8,159.8,48.1,HIIT / High Intensity
female,30,20.21,active,9.0,2.0,166.0,55.7,HIIT / High Intensity
female,43,21.59,active,7.1,4.0,155.5,52.2,HIIT / High Intensity
male,47,23.24,active,7.0,3.9,181.2,76.3,HIIT / High Intensity
female,42,21.18,active,7.7,4.2,170.4,61.5,HIIT / High Intensity
male,38,18.99,active,9.2,4.5,183.6,64.0,HIIT / High Intensity
female,22,19.3,active,8.7,3.5,166.5,53.5,HIIT / High Intensity
female,31,23.74,active,8.3,3.0,177.4,74.7,HIIT / High Intensity
female,29,22.29,active,7.6,3.1,154.2,53.0,HIIT / High Intensity
female,33,19.46,active,7.9,3.8,147.8,42.5,HIIT / High Intensity
male,24,23.73,active,10.0,2.7,172.5,70.6,HIIT / High Intensity
male,18,23.08,active,8.3,4.7,191.7,84.8,HIIT / High Intensity
female,34,24.84,active,8.3,3.1,160.0,63.6,HIIT / High Intensity
male,47,23.59,active,8.4,4.9,165.1,64.3,HIIT / High Intensity
female,34,18.84,active,8.6,3.8,159.8,48.1,HIIT / High Intensity
male,48,22.91,active,7.1,3.8,184.5,78.0,HIIT / High Intensity
female,31,23.74,active,8.3,3.0,177.4,74.7,HIIT / High Intensity
female,44,18.8,active,8.4,3.9,181.0,61.6,HIIT / High Intensity
male,33,20.9,active,8.2,3.9,164.0,56.2,HIIT / High Intensity
female,18,21.9,active,9.3,3.7,156.3,53.5,HIIT / High Intensity
male,31,24.52,active,8.7,4.0,164.8,66.6,HIIT / High Intensity
male,30,23.95,active,8.2,2.6,179.2,76.9,HIIT / High Intensity
female,26,20.0,active,7.4,1.8,157.8,49.8,HIIT / High Intensity
male,31,24.52,active,8.7,4.0,164.8,66.6,HIIT / High Intensity
male,37,23.58,active,8.2,2.8,183.4,79.3,HIIT / High Intensity
female,18,23.85,active,8.2,2.6,169.6,68.6,HIIT / High Intensity
male,40,24.77,active,8.0,4.3,188.6,88.1,HIIT / High Intensity
female,39,21.98,active,7.7,2.9,154.7,52.6,HIIT / High Intensity
female,38,20.33,active,8.6,1.9,154.6,48.6,HIIT / High Intensity
male,19,23.17,active,10.0,4.2,168.0,65.4,HIIT / High Intensity
female,34,18.84,active,8.6,3.8,159.8,48.1,HIIT / High Intensity
male,34,22.29,active,10.0,4.2,176.2,69.2,HIIT / High Intensity
female,34,18.84,active,8.6,3.8,159.8,48.1,HIIT / High Intensity
male,41,24.39,active,7.7,4.6,171.2,71.5,HIIT / High Intensity
female,39,20.87,active,7.5,4.0,164.4,56.4,HIIT / High Intensity
male,18,19.32,active,8.5,3.6,176.1,59.9,HIIT / High Intensity
female,36,22.97,active,7.2,2.7,159.3,58.3,HIIT / High Intensity
female,20,23.25,active,9.5,2.1,165.9,64.0,HIIT / High Intensity
male,30,23.95,active,8.2,2.6,179.2,76.9,HIIT / High Intensity
female,18,23.79,active,8.5,3.7,158.4,59.7,HIIT / High Intensity
female,44,18.8,active,8.4,3.9,181.0,61.6,HIIT / High Intensity
male,28,24.42,active,7.7,3.3,175.7,75.4,HIIT / High Intensity
female,18,23.45,active,9.3,2.9,152.3,54.4,HIIT / High Intensity
female,30,21.63,active,8.7,2.5,155.5,52.3,HIIT / High Intensity
female,26,20.0,active,7.4,1.8,157.8,49.8,HIIT / High Intensity
male,27,24.19,active,7.3,3.3,176.8,75.6,HIIT / High Intensity
female,26,20.0,active,7.4,1.8,157.8,49.8,HIIT / High Intensity
female,29,22.86,active,7.9,3.8,157.9,57.0,HIIT / High Intensity
female,29,21.39,active,8.6,3.1,166.5,59.3,HIIT / High Intensity
female,31,23.74,active,8.3,3.0,177.4,74.7,HIIT / High Intensity
female,18,21.9,active,9.3,3.7,156.3,53.5,HIIT / High Intensity
female,47,18.67,active,7.6,3.5,168.0,52.7,HIIT / High Intensity
female,30,20.21,active,9.0,2.0,166.0,55.7,HIIT / High Intensity
female,37,22.77,active,8.8,3.5,160.7,58.8,HIIT / High Intensity
male,18,21.61,active,8.5,3.9,173.3,64.9,HIIT / High Intensity
female,26,20.0,active,7.4,1.8,157.8,49.8,HIIT / High Intensity
female,31,23.74,active,8.3,3.0,177.4,74.7,HIIT / High Intensity
male,24,23.54,active,8.0,3.5,175.6,72.6,HIIT / High Intensity
male,25,24.73,active,9.3,4.1,183.2,83.0,HIIT / High Intensity
male,18,24.21,active,7.0,3.3,182.8,80.9,HIIT / High Intensity
male,33,23.23,active,7.8,4.3,168.8,66.2,HIIT / High Intensity
